timestamp, cpu_temp, cpu_util, cpu_freq, amb_temp, amb_humid, heatsink, cover, starttime
2018-03-28T22:51:37,52.6,2.01,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:51:42,53.7,100,1200000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:51:46,63.4,100,1200000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:51:51,67.7,62.06,1200000000,22,46,False,True,2018-03-28T22:49:47
2018-03-28T22:51:55,60.7,2.26,600000000,22,46,False,True,2018-03-28T22:49:47
2018-03-28T22:52:00,56.9,1.52,600000000,22,45,False,True,2018-03-28T22:49:47
2018-03-28T22:52:04,55.8,2.26,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:52:09,55.3,2.26,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:52:13,54.2,1.76,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:52:18,54.8,2.99,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:52:23,54.2,4.77,1200000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:52:27,53.7,2.02,600000000,22,45,False,True,2018-03-28T22:49:47
2018-03-28T22:52:32,53.7,1.76,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:52:36,53.2,2.01,600000000,22,45,False,True,2018-03-28T22:49:47
2018-03-28T22:52:41,53.2,2.99,600000000,22,46,False,True,2018-03-28T22:49:47
2018-03-28T22:52:46,53.2,2.74,600000000,22,45,False,True,2018-03-28T22:49:47
2018-03-28T22:52:50,53.2,2.26,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:52:55,53.2,2.98,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:52:59,52.6,1.02,600000000,22,45,False,True,2018-03-28T22:49:47
2018-03-28T22:53:04,53.2,2.02,600000000,23,45,False,True,2018-03-28T22:49:47
2018-03-28T22:53:09,53.2,2.5,600000000,22,45,False,True,2018-03-28T22:49:47
2018-03-28T22:53:13,52.6,2.25,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:53:19,52.6,2.51,600000000,22,45,False,True,2018-03-28T22:49:47
2018-03-28T22:53:24,53.2,1.78,600000000,23,44,False,True,2018-03-28T22:49:47
2018-03-28T22:53:28,52.6,2.26,600000000,23,45,False,True,2018-03-28T22:49:47
2018-03-28T22:53:33,53.7,1.01,600000000,23,45,False,True,2018-03-28T22:49:47
2018-03-28T22:53:37,52.6,1.27,600000000,22,45,False,True,2018-03-28T22:49:47
2018-03-28T22:53:42,52.6,6.45,1200000000,22,45,False,True,2018-03-28T22:49:47
2018-03-28T22:53:47,52.6,0.76,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:53:51,52.6,2.51,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:53:56,52.6,2.5,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:54:00,52.6,1.76,600000000,22,46,False,True,2018-03-28T22:49:47
2018-03-28T22:54:05,52.6,1.51,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:54:10,52.6,2.01,600000000,23,46,False,True,2018-03-28T22:49:47
2018-03-28T22:54:14,52.6,2.5,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:54:19,52.6,1.76,600000000,23,46,False,True,2018-03-28T22:49:47
2018-03-28T22:54:24,53.2,2.01,600000000,22,46,False,True,2018-03-28T22:49:47
2018-03-28T22:54:28,52.6,2.03,600000000,22,45,False,True,2018-03-28T22:49:47
2018-03-28T22:54:33,53.2,2,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:54:37,52.6,1.52,600000000,None,None,False,True,2018-03-28T22:49:47
2018-03-28T22:54:42,52.1,7.18,1200000000,23,45,False,True,2018-03-28T22:49:47
2018-03-28T22:54:46,52.6,1.01,600000000,23,45,False,True,2018-03-28T22:49:47
